'yo soy de Cusco','noqa kani Qosqomanta'
'yo soy de Ayacucho','noqa kani Ayacuchumanta'
'yo soy de Apurímac','noqa kani Aupurimacmanta'
'yo soy de Huancavelica','noqa kani Huancavelicamanta'
'¿cuántos hermanos son?','ayka wawqitaq kayanki?'
'dos hermanos','iskay wawqi'
'tres hermanos','kimsa wawqi'
'cuatro hermanos','tawa wawqi'
'séis hermanos','suqta wawqi'
'¿cuántos hijos tienes?','aykataq churiki'
'uno nomás','hukllaylla'
'dos','ishkay'
'tres','kimsa'
'cinco','pichqa'
'En su cima los Andes sostenga','Hirkakuna hananchu kachinqa'
'la bandera o pendón bicolor','iskay rikoq unancha kaqta'
'que a los siglos anucie el esfuerzo','unaykaqkuna hinchi ninqanta'
"que ser libres, por siempre nos dio.","qespichiyta, qomanchi unaypaq"
"A su sombra vivamos tranquilos,","Llantupaña kawsachun allilla,"
"y al nacer por sus cumbres el sol,","hunishnimpa Inti yurinan,"
"renovemos el gran juramento","trukachishun allikaq ninqanta"
"que rendimos al Dios de Jacob.","umpuykuspa, Jakoqpa Taytanta"
"Largo tiempo el peruano oprimido","Unay wata Inka runa mukisqaq"
"la ominosa cadena arrastró;","taqyachiqnin waskhata aysarqan,"
"condenado a una cruel servidumbre","usuchasqa mitalla muchusqampi"
"largo tiempo en silencio gimió.","unayllana, chinllapi anchirqan"
"Más apenas el grito sagrado","ñakaymantaq wilkaq qapariynin,"
"¡Libertad! En sus costas se oyó,","qespiy challapi uyarikurqan,"
"la indolencia de eslavo sacude,","usuy warma kayninta chapchirirqan,"
"La humillada serviz levantó.","k’umuchisqa, umanta huqarirqan,"
"Vámonos nita, vámonos","Akuri niña aywakullaashun,"
"a la vuelta de aquel cerro","taqay hirka waqtallampa"
"a donde la gente no lo ve","mana runa rikananman (bis)"
"solo donde viven los códores.","kunturkuna taakunanman,"
"Ahí niña te voy a criar","Tsaychawmi niña waatarishayki,"
"donde nadie no lo ve,","mana pipis rikananchaw,"
"si alguien nos viera","pipis maypis rikamashqa,"
"no lo avices le vamos a dicir.","ama willakuytsu nillaashunmi,"
"Cuando me dices tengo sed","Yakunaami nimaptiki,"
"te voy hacer tomar mis lágrimas,","weqillaatam upyatsishayki,"
"cuando me dices tengo hambre","mallaqaami nimaptiki,"
"Te voy hacer comer mi corazón.","shunqullaatam mikutsishayki."
"Aquí en mi pecho hay un puñal","Kay shunquchuu huk puñal kan,"
"fuertemente atravezado,","hinchiynimpa hatikashqa,"
'nadie podrá sacarlo.','manam pipis hipinqatsu'
'¿Alguno de tus familiares ha estado con tuberculosis?','Mayqan aylluykikunapis tuberculosiswan kashqaku?'
'¿Alguno de tus familiares ha estado con diabetes?','Mayqan aylluykikunapis diabitiswan kashqaku?'
'¿Alguno de tus familiares ha estado enfermo con dolor de corazón?','Mayqan aylluykikunapis qishyashqaku shunqu nanaywan?'
'¿Alguno de tus familiares ha estado con epilepsia?','Mayqan aylluykikunapis ipilipsyawan kashqaku?'
'¿Alguno de tus familiares ha estado con gonorrea?','Mayqan aylluykikunapis quniriawan kashqaku?'
'¿Alguno de tus familiares ha estado con bocio?','Mayqan aylluykikunapis qutuwan kashqaku?'
'¿Alguno de tus familias han sido mellizos?','Mayqan kastakikunapis millish kashqaku?'
'¿Alguno de tus familiares ha nacido deformado?','Mayqan aylluykikunapis yurishqaku mana allí rurakashqa?'
'¿Estuviste enfermo-a con rubeola?','Rubyuulawan qishyashqaku kanki?'
'¿Estuviste enfermo-a con sarampión?','Saranpiyunwan qisyashqaku kanki'
'¿Estuviste enfermo-a con viruela?','Birwuilawan qishyashqaku kanki?'
'¿Estuviste enfermo-a con presión alta?','Prisyun altawan qishyashqaku kanki?'
'¿Estuviste enfermo-a con tuberculosis?','Tuwirkuluusiswan qishyashqaku kanki?'
'¿Estuviste enfermo-a con diabetes?','Diyawistiwan qisyashqaku kanki?'
'¿Estuviste enfermo-a con anemia?','Animyawan qishyashqaku kanki?'
'¿Estuviste enfermo-a con dolor de corazón?','Sunqu nanaywan qishyashqaku kanki?'
'¿Estuviste enfermo-a con dolor de riñón?','Rurun nanaywan qishyashqaku kanki?'
'¿Te hicieron trasfusión de sangre?','Yawarnikita trukachiyaashurquykiku?'
'¿Has estado enfermo con dolor del hígado?','Ñatin nanaywan qishyashqaku kanki?'
'¿Has estado con dolor de la vejiga?','Ishpaypuku nanaywan karquykiku?'
'¿Te dio la gonorrea?','Qunuriya tsarishuruykiku?'
'¿Has tenido desmayo?','Yuliwasi qichwasaruykiku?'
'¿Has tenido cólicos?','Cólico tsarishuruykiku?'
'¿Has tenido espasmo?','Espasmo tsarishuruykiku?'
'¿Te ha dado epilepsia?','Ipilipsiya tsarishuruykiku?'
'¿Estás tomando medicinas?','Qhuwanuka sumaqtaq tsarishuruykiku?'
'¿Has estado tomando alcohol?','Imaqa alkol chamakuykiku?'
'¿Tienes alergia?','Alergiyachkaq kanki?'
'¿Tienes alergia al frío?','Chiriqnin alergiyachkaq kanki?'
'¿Tienes alergia al calor?','Kichiqnin alergiyachkaq kanki?'
'¿Tienes alergia a los ácaros?','Acaroychik alergiyachkaq kanki?'
'¿Tienes alergia al polen?','Polen alergiyachkaq kanki?'
'¿Tienes alergia a los animales?','Haywanta alergiyachkaq kanki?'
'¿Te da comezón en los ojos?','Yuripa qichwiynikichu?'
'¿Te da comezón en la nariz?','Nyawipa qichwiynikichu?'
'¿Te da comezón en la piel?','Sumaq qichwiynikichu?'

